id,category,videoCount,hiddenSubscriberCount,subscriberCount,viewCount,description,descriptionCharCount,keywords,keywordsCount,topicCategories,topicCount,country,madeForKids,publishedAt,videoIds,disturbingCount,suitableCount,suitableRatio,madeForKidsRatio,madeForKidsVideosCount,madeForKidsDisturbing,instagram,twitter,facebook,spotify,twitch,patreon,vk,plus.google,play.google,steam,myspace,merchandise,kids,animation,funny,toys,cartoon,fun,children,cartoons,comedy,nursery rhymes,Entertainment,Film,Lifestyle_(sociology),Music,Hobby,Video_game_culture,Action-adventure_game,Television_program,Action_game,Role-playing_video_game
UCXCOJBk_loOVSjANGt9YNnQ,disturbing,987,FALSE,213000,96402046,"Welcome to the King of Destruction YouTube channel! This is my second channel for those who once remembered me as jaxenlabs (launched in Dec. 5th, 2008), which was sadly terminated back in 2015 for copyright issues. Damn you Oobi! I make movies on here although destructive content for the most part as a way to attract an audience and fans of interest. On the whole, my main goal with these movies is for my viewers to enjoy - hence what I have in every description box of my videos. 

VINE: https://vine.co/u/1024255164565151744",438,"['Jaxen', 'My', 'Little', 'Pony', 'funny', 'destruction videos', 'my little pony', 'animation videos', 'destroy toys', 'smash']",10,"['Lifestyle_(sociology)', 'Hobby']",2,US,FALSE,2015-01-06T04:54:55Z,"[{'classification_label': 'disturbing', 'channelId': 'UCXCOJBk_loOVSjANGt9YNnQ', 'id': 'MTrRd7uV5N0', 'publishedAt': '2015-12-23T22:40:00.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
UCKjjmMqvuxNYw8c6knceexQ,disturbing,3480,FALSE,6170000,7168042215,"Family Friendly parodies and skits for kids. See DisneyCarToys Sandra play with toys and dress up with her cute kids Alex, Ava and Baby Adam. We love dressing in Disney Princess Costumes, playing pranks and teaching kids how to learn colors.",201,"['sandaroo', 'videos for kids', 'challenege', 'disney', 'frozen', 'little baby bum', 'blippi', 'morphle', 'activities for kids', 'trampoline park', 'parks for kids', 'funny kids videos', 'games', 'kids games', 'playing', 'fun', 'Ruby', 'Roo', 'disney toy cars', 'elsa', 'adventures', 'dreams', 'cartoons for kids', 'safe', 'clean', 'compilation', 'dress up', 'heroes', 'mila and morphle', 'youtube kids', 'educational', 'learn colors', 'arts and crafts', 'science for kids', 'mrduck', 'blippi for girls', 'moonbug kids', 'after school shows', 'Saturday cartoons', 'adventure time', 'peppa pig', 'pink', 'ice cream', 'desserts', 'frozen', 'donuts', 'candy', 'castle', 'princess']",49,"['Film', 'Entertainment', 'Television_program']",3,US,TRUE,2012-06-16T19:05:40Z,"[{'classification_label': 'suitable', 'channelId': 'UCKjjmMqvuxNYw8c6knceexQ', 'id': 'VlzdCR8pSW4', 'publishedAt': '2014-08-07T17:00:02.000Z', 'madeForKids': True}, {'classification_label': 'suitable', 'channelId': 'UCKjjmMqvuxNYw8c6knceexQ', 'id': 'zPVcc8ERrfY', 'publishedAt': '2014-07-06T04:32:35.000Z', 'madeForKids': True}, {'classification_label': 'suitable', 'channelId': 'UCKjjmMqvuxNYw8c6knceexQ', 'id': 'xreLMW1e0ME', 'publishedAt': '2017-05-26T10:00:07.000Z', 'madeForKids': 'uknown'}, {'classification_label': 'suitable', 'channelId': 'UCKjjmMqvuxNYw8c6knceexQ', 'id': 'xA8ZmSKdfTQ', 'publishedAt': '2016-12-18T11:00:05.000Z', 'madeForKids': True}, {'classification_label': 'disturbing', 'channelId': 'UCKjjmMqvuxNYw8c6knceexQ', 'id': 'DC0mXKc762Y', 'publishedAt': '2014-08-30T11:30:00.000Z', 'madeForKids': True}]",1,4,0.8,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
UCkDbxGSyvOgR8UJj3m0GC6Q,disturbing,726,FALSE,540000,816958601,"We are the original creators of the GIANT SURPRISE EGSS in the world! Super D bought a giant piñata from a local store in the shape of an egg,  cut it open, stuffed it with toys and Robert-Andre with his bro William-Haik unboxed it! The rest is a history in the YouTube jungle! Some pirate channel stole Super D's  idea and  started to scream that it was there :) Some company even made a toy based on our giant surprise egg! Again, happily stealing... :) Super D is also the original exploding trains, angry birds and more. Our second channel is called, Happy Family1004 . Thanks for watching and Be Happy!

Send Fan Mail To:

JeffMara
18866 Stone Oak Pkwy. #103-52
San Antonio, TX. 78258
If you want us to show your stuff you sent us in a video on youtube, have your parents sign a note stating it's Ok.
If you are a channel trying to get us to promote you, don't send fan mail.
Companies don't send me products without my permission because we won't make a video of them.",788,"['unboxing', 'reviews', 'tech reviews', 'electronic reviews', 'testing']",5,"['Entertainment', 'Lifestyle_(sociology)', 'Hobby']",3,US,N/A,2006-07-21T03:12:26Z,"[{'classification_label': 'suitable', 'channelId': 'UCkDbxGSyvOgR8UJj3m0GC6Q', 'id': 'tOzA1MT8UIE', 'publishedAt': '2014-09-29T23:38:25.000Z', 'madeForKids': True}, {'classification_label': 'disturbing', 'channelId': 'UCkDbxGSyvOgR8UJj3m0GC6Q', 'id': '6_SWWZUORRY', 'publishedAt': '2014-10-29T16:29:01.000Z', 'madeForKids': 'uknown'}]",1,1,0.5,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
UC5SiPh4uWz88zDFbBN-Tdiw,disturbing,14,FALSE,8860,3743466,,,N/A,N/A,"['Professional_wrestling', 'Sport', 'Lifestyle_(sociology)']",3,N/A,N/A,2018-01-03T00:47:24Z,"[{'classification_label': 'disturbing', 'channelId': 'UC5SiPh4uWz88zDFbBN-Tdiw', 'id': 'u-Sy-aYNLG8', 'publishedAt': '2018-01-03T14:47:56.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UCyhSNdYfvlqa5Jof41H6Jng,disturbing,31,TRUE,N/A,9183,,,"['FAN', 'PEWDIEPIE']",2,['Entertainment'],1,N/A,N/A,2018-04-11T11:24:14Z,"[{'classification_label': 'disturbing', 'channelId': 'UCyhSNdYfvlqa5Jof41H6Jng', 'id': 'Pkk7GNU8Y-U', 'publishedAt': '2018-09-02T16:49:52.000Z', 'madeForKids': 'uknown'}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UCZvEw3WF-ovUhLFtH1SKzMA,disturbing,19,FALSE,2000,1608948,"I forgot the password to the previous ReuploadArchives account, so I'm starting again here.



Welcome! This is a Non-Profit channel dedicated to saving and reuploading YouTube videos which have either been removed by the creators, YouTube or copyright holders. Please note that NONE of the reuploads on this channel are created by me. All credit for the videos go to the original creators. Their names, channels, and other known information about them and their videos are in the description. Go to their channels (If they still exist) and give them credit there.

Video Information

In the video description, I write any information that is known about the video. There is also a certain key I've came up with to show the status of some of the information. Here is that key so you know what it means.

Unknown - If I write Unknown next to a certain part of the information, it means that I have not found any information that corresponds to that part.

None - If I write None next to a certain part",818,N/A,N/A,"['Entertainment', 'Film', 'Television_program']",3,N/A,N/A,2015-10-17T12:39:50Z,"[{'classification_label': 'disturbing', 'channelId': 'UCZvEw3WF-ovUhLFtH1SKzMA', 'id': '5oRfpNAA1vo', 'publishedAt': '2015-10-23T10:14:22.000Z', 'madeForKids': True}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
UCxCnNU678-ANZPJLClL-X-g,disturbing,123,FALSE,182000,103283166,"❄Principalmente, canal dedicado a Elsa❄

Soy un modelador y freelancer 3D.

Suscríbete!",74,"['elsa frozen', 'videos frozen', 'elsa', 'anna', 'frozen', 'frozen elsa anna', 'animacion', 'animation', 'hans elsa', 'disney elsa', 'disney anna', 'disney frozen', 'frozen elsa video', 'elsa videos', 'elsa queen snow', 'anna princess', 'anna frozen', 'anna elsa', 'disney mmd', 'elsa disney princess']",20,"['Music', 'Entertainment', 'Film', 'Pop_music']",4,PE,FALSE,2013-04-21T22:54:22Z,"[{'classification_label': 'disturbing', 'channelId': 'UCxCnNU678-ANZPJLClL-X-g', 'id': 'Oyka-7U2-hU', 'publishedAt': '2016-08-10T22:30:06.000Z', 'madeForKids': False}, {'classification_label': 'disturbing', 'channelId': 'UCxCnNU678-ANZPJLClL-X-g', 'id': '1HsnvozTrhI', 'publishedAt': '2017-02-03T18:08:09.000Z', 'madeForKids': False}]",2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
UCIIGTHiXNSpr_oQZp9N-TmQ,disturbing,131,FALSE,1310000,155049559,"Hago dibujitos cabezudos animados :D

Siganme en mis otras redes!
Instagram: @pabloanimaoficial
https://www.tiktok.com/@pabloanimaoficial
Twitter: @PabLoTwitteah
Facebook: @PabLoAnimaHistorias",175,"['Pabloanima', 'historias animadas', 'animaciones', 'videos animados', 'entretenimiento', 'comedia']",6,"['Entertainment', 'Film']",2,UY,N/A,2017-07-20T00:31:16Z,"[{'classification_label': 'disturbing', 'channelId': 'UCIIGTHiXNSpr_oQZp9N-TmQ', 'id': 'NZwfomuCpO4', 'publishedAt': '2017-10-23T06:08:38.000Z', 'madeForKids': True}]",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
UCg8GEoh4lHGCGasdXxtJlFg,disturbing,180,FALSE,76,19819,Honestos y  don’t u subcribe or u will be silli and smelli?,47,N/A,N/A,"['Lifestyle_(sociology)', 'Video_game_culture', 'Role-playing_video_game', 'Action-adventure_game']",4,N/A,N/A,2008-07-07T13:14:06Z,"[{'classification_label': 'disturbing', 'channelId': 'UCg8GEoh4lHGCGasdXxtJlFg', 'id': '198ZAbIoi-k', 'publishedAt': '2017-04-15T07:14:19.000Z', 'madeForKids': True}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
UCEnEbZnMufWAXGEo68KqvzQ,disturbing,202,FALSE,443,293614,"Hello, I am Task Force 141 ISO. I moved to this account because my old account got suspended. I like Panty and Stocking, Hatsune Miku, Haruhi Suzumiya, Sailor Moon, Vocaloid, and SpyroTheFoxyGal. And I like GoAnimate.",182,N/A,N/A,"['Entertainment', 'Film']",2,N/A,N/A,2013-04-18T02:00:52Z,"[{'classification_label': 'disturbing', 'channelId': 'UCEnEbZnMufWAXGEo68KqvzQ', 'id': 'U4Chrp4ESeI', 'publishedAt': '2015-05-04T14:27:02.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
UCAkqtSoNBNbOrNTG4LlhotA,disturbing,56,FALSE,118000,41211684,"Funny vids to make your day better!

Instagrams - @ztrasco ; @money4noah
Twitter - @xTrasco",76,N/A,N/A,"['Entertainment', 'Lifestyle_(sociology)']",2,US,N/A,2013-09-03T20:01:11Z,"[{'classification_label': 'disturbing', 'channelId': 'UCAkqtSoNBNbOrNTG4LlhotA', 'id': 'rF9bacBwaXM', 'publishedAt': '2016-10-02T06:25:50.000Z', 'madeForKids': False}]",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
UCAHtekbg5FCHdquuMiqv3Yg,disturbing,18,FALSE,1340,305063,"Hi, I'm Shane! I upload random videos about pretty much anything.

--------------------------------------------------------------------------
The following stats are from 2009, when YouTube showed neat awards on channels that had surpassed goals and milestones. I'm leaving them here as there is no longer a way to view them anymore.
#39 - Most Viewed (18-10-09) - Gurus - Ireland
#51 - Most Viewed (20-10-09) - Gurus - Ireland
#46 - Most Viewed (21-10-09) - Gurus - Ireland
#96 - Most Viewed (19-10-09 to 25-10-09) - Gurus - Ireland
#43 - Most Viewed (21-10-09) - Gurus - Ireland",487,"['shane', 'hastings', 'ireland', 'technology', 'android', 'minebuilder', 'windows', 'raspberry pi', 'shanehastings.space']",9,"['Video_game_culture', 'Technology', 'Lifestyle_(sociology)']",3,IE,N/A,2009-04-01T20:07:59Z,"[{'classification_label': 'disturbing', 'channelId': 'UCAHtekbg5FCHdquuMiqv3Yg', 'id': 'G56LuevugGw', 'publishedAt': '2014-09-06T19:53:06.000Z', 'madeForKids': True}]",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
UChFt_sbmy5DX15GPeqWr73w,disturbing,4,FALSE,1910,441802,,,N/A,N/A,"['Entertainment', 'Film', 'Video_game_culture']",3,N/A,N/A,2016-01-27T15:49:35Z,"[{'classification_label': 'disturbing', 'channelId': 'UChFt_sbmy5DX15GPeqWr73w', 'id': 'F-BD5UfmzQI', 'publishedAt': '2016-08-16T13:42:29.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
UCrfnhIalN_slWiUEg5r588Q,disturbing,47,FALSE,19300,7892089,:/,2,N/A,N/A,"['Video_game_culture', 'Action_game', 'Role-playing_video_game', 'Entertainment', 'Film', 'Action-adventure_game']",6,N/A,FALSE,2014-12-04T17:39:19Z,"[{'classification_label': 'disturbing', 'channelId': 'UCrfnhIalN_slWiUEg5r588Q', 'id': '_SxuuXe9S4c', 'publishedAt': '2018-03-11T11:34:34.000Z', 'madeForKids': False}, {'classification_label': 'disturbing', 'channelId': 'UCrfnhIalN_slWiUEg5r588Q', 'id': 'ZnU6_Zov53o', 'publishedAt': '2017-04-08T10:24:53.000Z', 'madeForKids': False}, {'classification_label': 'disturbing', 'channelId': 'UCrfnhIalN_slWiUEg5r588Q', 'id': 'm4R2BBW5m2c', 'publishedAt': '2017-08-21T09:12:17.000Z', 'madeForKids': False}, {'classification_label': 'disturbing', 'channelId': 'UCrfnhIalN_slWiUEg5r588Q', 'id': 'urU9Rapq6aI', 'publishedAt': '2017-06-09T09:23:29.000Z', 'madeForKids': False}, {'classification_label': 'disturbing', 'channelId': 'UCrfnhIalN_slWiUEg5r588Q', 'id': 'fNbWbXIHNFc', 'publishedAt': '2016-01-05T16:18:25.000Z', 'madeForKids': False}]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1
UCYx5Fnqws-zRmuBQMy5kUeA,disturbing,278,FALSE,267,98772,My Channel,9,['XxX-KALSHGAMINGXxX'],1,"['Action_game', 'Action-adventure_game', 'Video_game_culture', 'Strategy_video_game']",4,FR,N/A,2015-12-03T20:31:19Z,"[{'classification_label': 'disturbing', 'channelId': 'UCYx5Fnqws-zRmuBQMy5kUeA', 'id': 'KrxAjkVLoig', 'publishedAt': '2015-12-05T17:18:53.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
UCNZQ8bDdOl3DQ5B9GSw7sNw,disturbing,11,FALSE,113,22192,The After Hours Channel,20,N/A,N/A,['Music'],1,US,N/A,2013-09-24T23:26:13Z,"[{'classification_label': 'disturbing', 'channelId': 'UCNZQ8bDdOl3DQ5B9GSw7sNw', 'id': 'MSvEj12f50Q', 'publishedAt': '2017-11-09T06:19:47.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UCd9g58qzd3TS_5WB4zKqNsA,disturbing,51,TRUE,N/A,77894,"SUPER BABY RHYMES PRESENTS KIDS NURSERY RHYMES ANIMATION VIDEOS.

SUBSCRIBE AND WATCH FUNNY KIDS ANIMATIONS",92,"['Mickey Mouse and Minnie mouse Transforms', 'With Animation Love story Wedding Kidnap Bride', 'Mickey Mouse and Minnie Mouse Family', 'Baby Mickey Mouse', 'Family', 'Clubhouse', 'Mickey Mouse full episodes', 'Mickey Mouse episodes', 'Minnie mouse', 'Disney', 'The Walt Disney Company', 'Minnie mouse Española', 'Full episodes', 'Mr. Mouse', 'Mickey Miss World Pageant', 'Miss World Pageant', 'Love Story', 'Mikey Mouse Wedding', 'Minnie Mouse vs Ivy', 'Mickey Mouse funny pranks', 'Mickey', 'Minnie', '#2', 'Transforms', 'Mouse']",25,"['Entertainment', 'Film', 'Music']",3,US,N/A,2017-03-02T11:37:59Z,"[{'classification_label': 'disturbing', 'channelId': 'UCd9g58qzd3TS_5WB4zKqNsA', 'id': '3fegZ0Bgxjw', 'publishedAt': '2017-07-24T09:30:00.000Z', 'madeForKids': True}, {'classification_label': 'disturbing', 'channelId': 'UCd9g58qzd3TS_5WB4zKqNsA', 'id': 'SgVMfiKXS_c', 'publishedAt': '2017-07-06T10:10:39.000Z', 'madeForKids': True}]",2,0,0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
UCzv1xDJ3Q2PNY68xL0lSGog,disturbing,94,FALSE,2270,536584,"WELCOME TO MY YOUTUBE CHANNEL!!!!!!!!!!!!!!!!!

Ok lets get into what you guys need to know about me :D 

Ok so basicly this youtube channel is a MLG videos channel with some minecraft to satisfy my minecraft community. my uploading schedule is trash so yeah. Also my name is Nicolas my nickname is Nico, im 12 year old soon about to turn 13 i own a pet tarantula and 2 parrots i like editing videos and recording. so yeah thats me!.

my busniess email is: itzelxsilver@gmail.com 

HIT ME UP IN THAT EMAIL IF YOU WANNA COLLAB OR SPONSOR ME IM USUALY OPEN TO ANYTHING SO TRY IT!

(------------------------------------)
     GOAL IS 5K SUBS
(------------------------------------)
      INSTAGRAM:
https://www.instagram.com/elxsilver_the_virgin/
(------------------------------------)
SUBSCRIBE NOW OK??
(------------------------------------)


BYEEEEEEEE!!!!!!


ABMLM3",725,"['Minecraft', 'MLG', 'SpeedRun', 'Speedrunning', 'Cool', 'Sicko mode', 'enderdragon', 'ender', 'dragon', 'pvp', '1.8.9', '1.16', 'hypixel', 'pearl', 'timer', 'dream', 'skeppy', 'technoblade', 'hollywood', 'jake', 'paul', 'logan', 'boxing', 'youtube', 'mo mamba', 'thumnail', 'clickbait', 'funny', 'videos', 'to', 'watch', 'the', 'with', 'collab', 'awesome', 'idiot', 'dumbass', 'gangster', 'roblox', 'kids', 'kid', 'basement', '69', '6ix9ine', 'kylie', 'jenner', 'kardhasian', 'khloe', 'kourtney', 'kim', 'kendhal', 'kendal', 'kanye', 'west', 'trump', 'donald', 'anime', 'disgusting', 'cartoon', 'rick', 'and', 'morty']",62,"['Video_game_culture', 'Role-playing_video_game', 'Action-adventure_game', 'Action_game', 'Entertainment', 'Film']",6,SE,FALSE,2017-05-08T15:47:30Z,"[{'classification_label': 'disturbing', 'channelId': 'UCzv1xDJ3Q2PNY68xL0lSGog', 'id': 'QpcBuTSkiAk', 'publishedAt': '2017-11-15T15:11:11.000Z', 'madeForKids': True}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1
UCWyOeMB7Vp4ii1qXkyoyNGQ,disturbing,21,FALSE,404,143170,"Hello and welcome to Machina Fun! Let’s have fun! 😊
Please subscribe to help the channel and to follow our new videos. Like and share it!
And don’t forget: Carpe diem! Enjoy the day! Enjoy your life! 😉",164,"['disney cartoons', 'Hollywood stars', 'lookalike', 'top list', 'superheroes as dogs', 'in real life', 'cartoon characters', 'minions as superheroes', 'human version', 'real life', 'cartoons', 'machina fun', 'characters in real life']",13,"['Entertainment', 'Lifestyle_(sociology)']",2,N/A,N/A,2017-11-13T12:59:36Z,"[{'classification_label': 'disturbing', 'channelId': 'UCWyOeMB7Vp4ii1qXkyoyNGQ', 'id': 'KzsBjzrIzfA', 'publishedAt': '2017-12-17T22:11:10.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
UCgw36rLk7ylKelo-aisAEAg,disturbing,10,FALSE,2240,3141348,,,"['tweedlebop', 'animation', 'art', 'design', 'commercials', 'pop', 'retro']",7,"['Entertainment', 'Film', 'Pet', 'Lifestyle_(sociology)', 'Television_program']",5,N/A,N/A,2006-04-04T21:56:37Z,"[{'classification_label': 'disturbing', 'channelId': 'UCgw36rLk7ylKelo-aisAEAg', 'id': 'vXkQSiJG7fk', 'publishedAt': '2007-10-18T21:41:34.000Z', 'madeForKids': True}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
UCP36itunkuNWoGSbGyd3kHw,disturbing,12,FALSE,103000,34868316,"Is Plazo. Welcome to Plazo, a very sweet place for entertainment.",55,"['Plazo', 'Videos', 'Animation']",3,"['Film', 'Music', 'Entertainment', 'Pop_music']",4,US,FALSE,2013-04-15T02:27:01Z,"[{'classification_label': 'disturbing', 'channelId': 'UCP36itunkuNWoGSbGyd3kHw', 'id': 'p8EdKSc1O_k', 'publishedAt': '2014-07-31T08:47:50.000Z', 'madeForKids': 'uknown'}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
UCli0urGBIeBxlMJuwFnbmuQ,disturbing,20,FALSE,264,87844,"The best of MLG 420/7, just for all you quickscopers out there!",52,"['mlg', 'theater', 'mlgtheater', 'rekt', 'montage', 'xD', '420', 'noscope', 'best of mlg', 'best mlg', 'best', 'funniest', 'funny', 'theatre', 'mlgtheatre']",15,"['Entertainment', 'Music', 'Film']",3,N/A,N/A,2016-04-25T00:28:19Z,"[{'classification_label': 'disturbing', 'channelId': 'UCli0urGBIeBxlMJuwFnbmuQ', 'id': 'ze2b0ogIOgk', 'publishedAt': '2016-04-25T06:57:05.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
UCPkiOcDtHWZtlTilespn2xA,disturbing,9,FALSE,174,102323,"Подписывайся на канал. Будут MLG ролики по доте, другим играм.И много интересного.
;)",73,"['Stile', 'Awesome']",2,"['Action_game', 'Video_game_culture', 'Strategy_video_game']",3,N/A,N/A,2016-08-03T13:56:17Z,"[{'classification_label': 'disturbing', 'channelId': 'UCPkiOcDtHWZtlTilespn2xA', 'id': 'K6-niIGkLAs', 'publishedAt': '2017-02-10T07:00:19.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
UCFuPSIZ-o3FeI7lG62LLmSg,disturbing,517,FALSE,665000,270692632,"Hi! I am Rebecca! My channel is all about things that I love! Crafts, Recipes, Costumes, and My Family! I post 2 videos every week on one of these topics! Most of my ideas come from Pinterest and others come from my own creative genius! I am a fun loving mother of 5. I can be a little crazy at times. But, most of all I know how to have a family friendly good time! Enjoy!",298,"['pinterest', 'projects', 'pin', 'up', 'wall', 'pictures', 'videos', 'art', 'major', 'school', 'photography', 'crafts', 'interesting', 'fun', 'beautiful', 'easy', 'how', 'to', 'diy', 'quick', 'creative', 'gorgeous', 'home', 'made', 'neat']",25,"['Lifestyle_(sociology)', 'Hobby']",2,US,FALSE,2011-09-07T14:47:35Z,"[{'classification_label': 'disturbing', 'channelId': 'UCFuPSIZ-o3FeI7lG62LLmSg', 'id': '0pW4x6H0h3E', 'publishedAt': '2016-10-05T01:01:47.000Z', 'madeForKids': False}, {'classification_label': 'disturbing', 'channelId': 'UCFuPSIZ-o3FeI7lG62LLmSg', 'id': 'QMtizXhU1H8', 'publishedAt': '2016-10-22T14:26:58.000Z', 'madeForKids': False}]",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
UCVmiN4HMG9sc4Em5F0jGR_A,disturbing,1406,FALSE,1350000,448791147,"Welcome to Smoke The Bear Home of daily animations, and Carrot and Thatch of course :), my team of animators and I produce a new quality SFM video for you every single day. Currently we're primarily focusing on Baldi's Basics in education and Learning animations and Five Nights at Freddy's.

 🔔 Because we upload daily make sure to SUBSCRIBE with notifications enabled to catch the latest animations!


SUBSCRIBE ➡ http://bit.ly/SUB2SMOKETHEBEAR",373,"[""baldi's basics"", 'sfm', 'source', 'filmaker', 'source filmmaker', 'animation', 'funny', 'parody', ""five nights at freddy's"", 'fnaf', 'bendy and the ink machine', 'asdf', 'fnaf funny', 'smoke the bear', 'sfm fnaf', 'grani', 'among us', 'fnaf sfm', 'funny fnaf', 'smoke the bear', 'granny', 'my dear friend', 'fnaf vs']",23,"['Film', 'Entertainment']",2,US,FALSE,2007-09-16T03:22:31Z,"[{'classification_label': 'disturbing', 'channelId': 'UCVmiN4HMG9sc4Em5F0jGR_A', 'id': 'wjcuH8ePnAo', 'publishedAt': '2017-07-25T21:00:03.000Z', 'madeForKids': False}]",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
UCsmHqTkPx9modsqcL5J9hUg,disturbing,3,FALSE,20300,3112,larry ok,7,N/A,N/A,"['Entertainment', 'Performing_arts']",2,US,N/A,2017-05-06T22:22:18Z,"[{'classification_label': 'disturbing', 'channelId': 'UCsmHqTkPx9modsqcL5J9hUg', 'id': 'nV_7V9kJrCw', 'publishedAt': '2017-11-19T20:23:15.000Z', 'madeForKids': 'uknown'}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UCbr68WEJ3e1W5NHIPL5RR3g,disturbing,173,FALSE,246000,70337062,"I'm just your regular 20 years old guy from Indonesia making random sims videos

",66,"['abidoang', 'onlyabidoang', 'the sims', 'sims', 'sims logic']",5,"['Video_game_culture', 'Casual_game', 'Action-adventure_game', 'Simulation_video_game', 'Strategy_video_game']",5,ID,N/A,2012-06-12T16:47:58Z,"[{'classification_label': 'disturbing', 'channelId': 'UCbr68WEJ3e1W5NHIPL5RR3g', 'id': 'h2oI62NSurI', 'publishedAt': '2016-09-15T01:27:17.000Z', 'madeForKids': False}]",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
UCxB_KaKhlYG_o5wEKJYNr_A,disturbing,26,FALSE,355,72429,My real name is Jack and I make videos for you guys. I am from ALBANIA too.,59,N/A,N/A,"['Video_game_culture', 'Entertainment', 'Film', 'Action-adventure_game', 'Action_game']",5,N/A,N/A,2017-06-11T17:37:40Z,"[{'classification_label': 'disturbing', 'channelId': 'UCxB_KaKhlYG_o5wEKJYNr_A', 'id': 'arN-LMFo33I', 'publishedAt': '2017-07-19T15:34:27.000Z', 'madeForKids': True}]",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
