id,category,videoCount,hiddenSubscriberCount,subscriberCount,viewCount,descriptionCharCount,keywordsCount,topicCount,madeForKids,disturbingCount,suitableCount,suitableRatio,madeForKidsRatio,madeForKidsVideosCount,madeForKidsDisturbing,instagram,twitter,facebook,spotify,twitch,patreon,vk,plus.google,play.google,steam,myspace,merchandise,kids,animation,funny,toys,cartoon,fun,children,cartoons,comedy,nursery rhymes,Entertainment,Film,Lifestyle_(sociology),Music,Hobby,Video_game_culture,Action-adventure_game,Television_program,Action_game,Role-playing_video_game,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surpise,Trust,linksCount,subscriptionCount,descriptionPolarity(positive),descriptionPolarity(negative),keywordsPositivePolarity,keywordsNegativePolarity,postMeanPositivePolarity,postMeanNegativePolarity,:heart_suit:,:registered:,:red_heart:,:copyright:,:trade_mark:,:sparkling_heart:,:biohazard:,:two_hearts:,:smiling_face_with_smiling_eyes:,:snowflake:,:smiling_face_with_heart-eyes:,:red_heart:,:backhand_index_pointing_right:,:face_with_tears_of_joy:,:fish:,:backhand_index_pointing_down:,:delivery_truck:,:heart_suit:,:purple_heart:,:boar:,emojiDescriptionScore,emojiPostsScore,publishedAt,videoIds,description,keywords,topicCategories,country
UCHWnj9Q4f8nt0LXnKNL0Qyg,suitable,366,FALSE,105000,15100471,249,3,2,,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,0,3,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2011-04-18T13:51:02Z,"[{'classification_label': 'suitable', 'channelId': 'UCHWnj9Q4f8nt0LXnKNL0Qyg', 'id': 'ZyHTxn_H4Hs', 'publishedAt': '2014-03-28T03:27:36.000Z', 'madeForKids': False}]","Welcome to the official YouTube channel for Kraft Canada: what's cooking! Explore our collection of Kraft Heinz cooking videos, recipe ideas, and tips & techniques to perfect your recipes and to inspire you to make today delicious. For more inspiration and unique ideas, visit kraftcanada.com.","['recipes', 'easy recipes', 'Kraft Heinz recipes']","['Food', 'Lifestyle_(sociology)']",CA
UCNyp7l_6hmeKUrTOULmpiXA,suitable,201,FALSE,1190000,216270178,358,7,3,FALSE,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,47,5,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2012-11-07T12:46:39Z,"[{'classification_label': 'suitable', 'channelId': 'UCNyp7l_6hmeKUrTOULmpiXA', 'id': 'YuNA3y7yBJc', 'publishedAt': '2019-03-30T23:00:04.000Z', 'madeForKids': False}]","I'm Vanessa and I've been baking it up for over a decade.  I've also been teaching for years, and I'm really loving YouTube. It's such a great way to share what ! know, with the caking world. 
Join me for tutorials, recipes, laughs and most of all, fun. xo

To see fun easy cake tutorials, check out our other channel, Cake Style: How To - http://bit.ly/cakestylehowto

Please send mail to
Cake Style
PO BOX 3239
Glendale NSW 2285
Australia","['cake', 'decorating', 'tutorial', 'learn', 'cupcake', 'step', 'by']","['Lifestyle_(sociology)', 'Hobby', 'Food']",AU
UCAIwP8rS3LQpPC9fcT9O2jw,suitable,61,FALSE,17400,791136,513,31,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,3,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-08-15T23:28:21Z,"[{'classification_label': 'suitable', 'channelId': 'UCAIwP8rS3LQpPC9fcT9O2jw', 'id': 'nwZ-97bb1uM', 'publishedAt': '2017-02-17T04:40:39.000Z', 'madeForKids': False}]","If you love cake decorating, follow our channel! Our website, MyCakeSchool.com offers hundreds of cake decorating and baking tutorials for all skill levels. Here on our YouTube channel, we are sharing some fun cake tutorials & helpful tips. Make sure to check out MyCakeSchool.com for more cake decorating fun! 

Interested in Joining our Site for access to hundreds of video tutorials? Find information here! : https://www.mycakeschool.com/joining-information/
Free Blog Tutorials & Recipes are Here: https://www.mycakeschool.com/blog/
Recipes:https://www.mycakeschool.com/recipes/

Join us!","['Cake Decorating', 'Cake Tutorials', 'Cake Recipes', 'Cake Classes', 'Buttercream', 'Fondant', 'Piping', 'Cake Videos', 'Cake Decorating Videos', 'Kids Cakes', 'Birthday Cakes', 'buttercream piping', 'working with buttercream', 'easy cake tutorials', 'how to make a cake', 'how to make a birthday cake', 'how to make a wedding cake', 'how to decorate cake', 'best cake videos', 'favorite cake videos', 'cake classes', 'online cake classes', 'cake decorating online', 'melissa diamond', 'mycakeschool', 'best cakes', 'how to work with fondant', 'cute cakes', 'shower cakes', 'kids cakes', 'how to make a kids cake']","['Food', 'Hobby', 'Lifestyle_(sociology)']",US
UCjSKJvqzm64jUFbD_HIj9DQ,suitable,209,FALSE,120000,101144176,29,,2,FALSE,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,-3,1,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-01-10T11:51:48Z,"[{'classification_label': 'suitable', 'channelId': 'UCjSKJvqzm64jUFbD_HIj9DQ', 'id': 'QNeRqVid0Xg', 'publishedAt': '2016-04-28T15:55:38.000Z', 'madeForKids': False}]",All the Villains Meet in One Place.,,"['Entertainment', 'Film']",US
UC_1V6W-79v23tzOZfhJZMSQ,suitable,761,FALSE,62800,11765352,271,2,4,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2011-04-21T07:37:48Z,"[{'classification_label': 'suitable', 'channelId': 'UC_1V6W-79v23tzOZfhJZMSQ', 'id': 'i7R-6-3P1EU', 'publishedAt': '2015-12-26T23:00:00.000Z', 'madeForKids': False}]","[KXy:KrainXyber] 

ข้อกำหนดง่ายๆ
1.อย่าใส่อารมณ์ กับเกมมากเกินไป
2.โพสต์คอมเมนต์กันดีๆ อย่าหยาบคาย
3.อย่าริเริ่มประเพณี.... (เม้นแรก..เม้นสอง.ดูคนแรก..like แรก ฯลฯ)

สำหรับ Review ที่รีเควสมา เมื่อทางทีมงาน รับทราบแล้ว จะนำมาพิจารณา เพิ่มไว้ในคิว แต่จะใช้เวลาพอสมควรในการถ่ายทำนะจร๊ะะะะ.....","['Krain', 'Xyber']","['Video_game_culture', 'Action-adventure_game', 'Action_game', 'Role-playing_video_game']",TH
UC15L57gijMxDawbshNTuyAQ,suitable,104,FALSE,7140,3048441,67,,5,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-05-16T00:42:11Z,"[{'classification_label': 'suitable', 'channelId': 'UC15L57gijMxDawbshNTuyAQ', 'id': 'RTnTjxYgUjY', 'publishedAt': '2014-12-31T18:28:52.000Z', 'madeForKids': False}]",en este canal encontraran vídeo-canciones de algunos animes que mas me gustan.,,"['Music', 'Entertainment', 'Music_of_Latin_America', 'Film', 'Pop_music']",MX
UCaKcp9_Vk_IcJvGren0EggQ,suitable,1501,FALSE,424,81692,152,,4,,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,5,0,3,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-05-06T01:08:26Z,"[{'classification_label': 'suitable', 'channelId': 'UCaKcp9_Vk_IcJvGren0EggQ', 'id': 'IOkgdNvUbCQ', 'publishedAt': '2015-11-13T09:23:04.000Z', 'madeForKids': False}]","A channel for the competitive Super Smash Bros. community in the United Arab Emirates! We are currently mostly covering Smash 4.
For our social media links, please check the banner.",,"['Video_game_culture', 'Action_game', 'Action-adventure_game', 'Strategy_video_game']",AE
UCxlbLx5Sf32DmDZ6-CsNPDQ,suitable,2907,FALSE,536,397424,,,2,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2010-06-30T03:08:08Z,"[{'classification_label': 'suitable', 'channelId': 'UCxlbLx5Sf32DmDZ6-CsNPDQ', 'id': '1BfHhdwI6X0', 'publishedAt': '2016-09-05T01:45:31.000Z', 'madeForKids': True}]",,,"['Pet', 'Lifestyle_(sociology)']",
UCoItiqwcDVoBVQLV7QkdOCg,suitable,11,FALSE,3,1638,,,2,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2011-12-20T22:57:30Z,"[{'classification_label': 'suitable', 'channelId': 'UCoItiqwcDVoBVQLV7QkdOCg', 'id': 'kuoGtFF0-TE', 'publishedAt': '2015-04-25T18:09:09.000Z', 'madeForKids': True}]",,,"['Entertainment', 'Film']",
UCl-Xmyg8FdWqcqDj61FHoIA,suitable,100,FALSE,288,108594,59,3,2,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-07-03T04:12:05Z,"[{'classification_label': 'suitable', 'channelId': 'UCl-Xmyg8FdWqcqDj61FHoIA', 'id': 'NB5DKTbBc64', 'publishedAt': '2016-08-02T03:30:01.000Z', 'madeForKids': True}]",Cập nhật những truyện cổ tích hấp dẫn nhất dành cho mọi lứa tuổi thiếu nhi,"['Truyện', 'cổ', 'tích']","['Entertainment', 'Film']",
UCmTXojpMxLr_HNW3lBFZI2Q,suitable,2184,FALSE,26300,19982846,135,9,3,TRUE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-09-16T10:07:35Z,"[{'classification_label': 'suitable', 'channelId': 'UCmTXojpMxLr_HNW3lBFZI2Q', 'id': 'Igi9dDbgHbE', 'publishedAt': '2016-06-17T16:00:01.000Z', 'madeForKids': True}]","Мы здесь играем и веселимся. Открываем Киндер Сюрпризы, лепим из пластилина Плей До, у нас целая куча веселых игрушек для вас. Подписывайся и смотри наши видео!","['игрушки', 'сюрприз', 'машинки', 'киндер сюрприз', 'для детей', 'disney', 'surprise', 'kids', 'toys']","['Entertainment', 'Lifestyle_(sociology)', 'Hobby']",RU
UCPIUbsdmbMgEmGiZQQH1pWg,suitable,27,FALSE,54,927,428,,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,0.6072083333,2015-08-17T04:51:25Z,"[{'classification_label': 'suitable', 'channelId': 'UCPIUbsdmbMgEmGiZQQH1pWg', 'id': '07mRuE0jtdo', 'publishedAt': '2016-07-14T12:02:38.000Z', 'madeForKids': False}]","どもども。GYTです。
ゲーム実況を主に、自由に活動してく。

↓メンバー↓

◆天天(てん　たかし)◆
GYTのリーダー気取り男。
https://twitter.com/TenTakashi_GYT

◆我烏兎(ガウト)◆
GYTの切り込み特攻男。
https://twitter.com/gautoGYT

◆聖ヤヤ(ひじり　ヤヤ)◆
どうも、GYTの聖ヤヤです。私は、実況はおろかゲームもあまりやらないものでかなり拙い感じになってしまうと思いますが、どうか温かい目で見守ってください。よろしくお願いいたします。
https://twitter.com/gyt_hiziriyaya


【GYT × Twitter】
https://twitter.com/TenTakashi_GYT

【GYT × ニコニコミュ】
http://com.nicovideo.jp/community/co3313558?nicorepo_user_live_broadcast&zeromypage_nicorepo


",,"['Video_game_culture', 'Role-playing_video_game', 'Action-adventure_game']",
UCChj3Umxf4oYV-KWYu7G84w,suitable,5,FALSE,422,36707,,,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-12-24T18:07:34Z,"[{'classification_label': 'suitable', 'channelId': 'UCChj3Umxf4oYV-KWYu7G84w', 'id': '98nnd1EBvy0', 'publishedAt': '2015-01-13T03:01:25.000Z', 'madeForKids': False}]",,,"['Entertainment', 'Music', 'Film']",
UC2w-grtBJ1gDvgAntmjA3yA,suitable,45,FALSE,518,49337,48,,5,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0.2838181818,2015-08-30T12:58:56Z,"[{'classification_label': 'suitable', 'channelId': 'UC2w-grtBJ1gDvgAntmjA3yA', 'id': 'ptxhmGVNiW0', 'publishedAt': '2015-11-16T23:25:36.000Z', 'madeForKids': 'uknown'}]","Opan, se inscreve ai men, vídeo novo quase todos os dias :P",,"['Music', 'Film', 'Video_game_culture', 'Entertainment', 'Action-adventure_game']",
UCnrO0wqhKpMYUt_wSeaIasw,suitable,2613,FALSE,7290000,3906811676,624,24,2,,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,2,-2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2010-12-30T18:08:37Z,"[{'classification_label': 'suitable', 'channelId': 'UCnrO0wqhKpMYUt_wSeaIasw', 'id': 'U5VyW8Xq4VY', 'publishedAt': '2016-01-19T00:00:00.000Z', 'madeForKids': False}]","Watch just one video and you'll be hooked!

----------------------------------------------------

Family friendly content!  Watch these crazy kids as they make everyday an adventure.  

Subscribe!  Its free, ya know!  http://www.youtube.com/subscription_center?add_user=bratayley

Official Bratayley Merch: http://www.bratayley.com/store

Our Official Links:

http://www.bratayley.com

See our pictures on Instagram @iamabakedpotato @annieleblanc @hayley.leblanc 

http://instagram.com/iamabakedpotato
http://instagram.com/annieleblanc
http://instagram.com/hayley.leblanc


Follow us on Twitter @Bratayley
http://www.twitter.com/bratayley

Be our friend on FaceBook
http://www.facebook.com/bratayley","['hayley', 'bratayley', 'family', 'daily', 'videos', 'vlogs', 'crazy', 'silly', 'funny', 'kids', 'two', 'year', 'old', 'baby', 'child', 'cute', 'kid', 'vlog', 'video', 'every', 'week', 'day', 'youtube', 'friday']","['Technology', 'Lifestyle_(sociology)']",US
UCP8x6n1WVwmTeBXt9XaDPKA,suitable,99,FALSE,5850,511038,79,23,1,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-05-26T02:59:04Z,"[{'classification_label': 'suitable', 'channelId': 'UCP8x6n1WVwmTeBXt9XaDPKA', 'id': 'lju-d4Wa7-4', 'publishedAt': '2014-06-03T02:36:42.000Z', 'madeForKids': False}]","EZ Cantonese! Teaching Cantonese speaking, Chinese writing and Hong Kong Culture and stuff!","['EZC', 'EZ Cantonese', 'EZCantonese', 'Hong Kong', 'Shanghai', 'Beijing', 'learning', 'tutorial', 'tutor', 'school', 'education', 'Cantonese', 'Vancouver', 'Toronto', 'speak', 'class', 'lesson', 'talk', 'learn', 'chat', 'course', 'online', 'hello']",['Lifestyle_(sociology)'],CA
UCPpNzLXRaKyoOUeRIbKWbIA,suitable,2,FALSE,0,56,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-12-25T08:37:57Z,"[{'classification_label': 'suitable', 'channelId': 'UCPpNzLXRaKyoOUeRIbKWbIA', 'id': 'XQDy1yctKi8', 'publishedAt': '2016-01-12T19:35:32.000Z', 'madeForKids': False}]",,,0,
UCF7spvK2_vtkJC9aiulbvJQ,suitable,178,FALSE,1930,280453,49,,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,219,1,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2010-08-15T14:47:36Z,"[{'classification_label': 'suitable', 'channelId': 'UCF7spvK2_vtkJC9aiulbvJQ', 'id': 'Vg_tYPmekME', 'publishedAt': '2016-01-07T05:38:12.000Z', 'madeForKids': False}]","MW3 Wii Ally Code: 4614-4026-8011

I dont like Black Ops 2 :(",,"['Action-adventure_game', 'Video_game_culture', 'Action_game']",
UCzML6bxjl0TIdUfNNK1ZS-g,suitable,20,FALSE,2290,56425,82,1,3,FALSE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-07-13T17:17:25Z,"[{'classification_label': 'suitable', 'channelId': 'UCzML6bxjl0TIdUfNNK1ZS-g', 'id': 'sJj11Q_Dhnc', 'publishedAt': '2015-10-26T03:38:47.000Z', 'madeForKids': 'uknown'}]","Canal donde se sube de todo, desde juegos hasta tutoriales. Se hacen directos y videitos randoms.",['Juegos'],"['Role-playing_video_game', 'Video_game_culture', 'Strategy_video_game']",CL
UC4USoymfPTvU_l4dcU-JB4Q,suitable,6687,FALSE,4270,1735640,173,34,4,,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,3,-2,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2009-12-15T17:37:14Z,"[{'classification_label': 'suitable', 'channelId': 'UC4USoymfPTvU_l4dcU-JB4Q', 'id': 'Z1SPOnVo1cM', 'publishedAt': '2016-09-20T19:45:37.000Z', 'madeForKids': False}]","Comunidad oficial de Super Smash Bros. en territorio español. En este canal se encontrarán los vídeos de los torneos de Smash realizados por nuestra comunidad, ¡incluyendo los mejores jugadores del país!","['smash', 'bros', 'spain', 'sbs', 'super', 'ultimate', '64', 'melee', 'brawl', 'ssb4', 'wiiu', '3ds', 'comunidad', 'española', 'españa', 'competitivo', '1v1', '2v2', 'games', 'esports', 'podcast', 'concurso', 'torneo', 'torneos', 'tutorial', 'tutoriales', 'guia', 'mario', 'zelda', 'pokemon', 'metroid', 'fire', 'emblem', 'nintendo']","['Action_game', 'Video_game_culture', 'Strategy_video_game', 'Action-adventure_game']",
UC-VE8cOarVPUS5byUX2Tj0A,suitable,27,FALSE,19,531,,,5,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,51,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0.479245283,2015-07-29T10:02:45Z,"[{'classification_label': 'suitable', 'channelId': 'UC-VE8cOarVPUS5byUX2Tj0A', 'id': 'ppGntIUi3Pk', 'publishedAt': '2015-11-13T16:08:21.000Z', 'madeForKids': False}]",,,"['Role-playing_video_game', 'Action_game', 'Video_game_culture', 'Sports_game', 'Action-adventure_game']",
UCvWg1-T2f15-KJnlmAfHV9w,suitable,9,FALSE,10,849,,,2,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-08-27T16:45:40Z,"[{'classification_label': 'suitable', 'channelId': 'UCvWg1-T2f15-KJnlmAfHV9w', 'id': 'kzaiPcRJ7R8', 'publishedAt': '2016-08-28T11:12:21.000Z', 'madeForKids': True}]",,,"['Lifestyle_(sociology)', 'Hobby']",
UCJzxv4eu4HF_k9nwL7GPTzg,suitable,45,FALSE,55,13275,,,3,,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2011-11-16T20:39:53Z,"[{'classification_label': 'suitable', 'channelId': 'UCJzxv4eu4HF_k9nwL7GPTzg', 'id': 'eDqkahWNuw8', 'publishedAt': '2016-07-21T05:13:01.000Z', 'madeForKids': True}]",,,"['Lifestyle_(sociology)', 'Society', 'Religion']",SY
UCIhxlcbdzQ_kEjIilDo51ug,suitable,191,FALSE,1630,205950,3,4,1,FALSE,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,-1,1,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-06-22T03:54:16Z,"[{'classification_label': 'suitable', 'channelId': 'UCIhxlcbdzQ_kEjIilDo51ug', 'id': 'o8mDBQDMDrc', 'publishedAt': '2016-10-20T09:07:28.000Z', 'madeForKids': 'uknown'}]",Hi!,"['#chiptune', '#synthpop', '#indierock', '#electropop']",['Music'],CA
UCSEfGt2GeAyEmRhIRJStHdA,suitable,6425,FALSE,2670,1716213,439,47,5,FALSE,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,5,92,2,-2,2,-2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2007-01-16T08:47:00Z,"[{'classification_label': 'suitable', 'channelId': 'UCSEfGt2GeAyEmRhIRJStHdA', 'id': 'AQf1WPFeqwg', 'publishedAt': '2016-12-12T12:14:15.000Z', 'madeForKids': False}]","This video is brought to you by Zarrakan Productions, an umbrella group composed of multiple shows, and an archive of over 5000 videos covering a wide variety of topics. Please go to Zarrakan dot com for a complete listing of video links, social media feeds, and opportunities to support our content. Thank you for your time, and may I present another, Zarrakan Production.

WEBSITE http://ZARRAKAN.COM DISCORD https://discordapp.com/invite/CgJpQgG
HELP SUPPORT US http://zarrakan.000webhostapp.com/support.htm","['Zarrakan', 'Zarrakan Productions', 'Second Life', 'SL', 'Linden', 'LL', 'Linden Labs', 'Sansar', 'Virtual', 'Virtual World', 'Virtual Reality', 'VR', 'Art', 'Build', 'Draw', 'Craft', 'Create', 'Game', 'Video Game', 'Play', 'Game Play', 'Lets Play', 'Design', 'Dress', 'Fashion', 'Outfit', 'Box', 'UnBox', 'UnBoxing', 'Demo', 'Demonstration', 'Product', 'Review', 'Dice', 'Cards', 'Fantasy', 'RPG', 'Role-Playing Game', 'Wrestle', 'Wrestler', 'Wrestling', 'cook', 'cooking', 'food', 'recipe', 'chef', 'kitchen']","['Video_game_culture', 'Action-adventure_game', 'Lifestyle_(sociology)', 'Action_game', 'Role-playing_video_game']",US
UCKEWqxJOT002Ih1W-HTV1hw,suitable,144,FALSE,298,9528,,,5,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2016-01-12T23:32:37Z,"[{'classification_label': 'suitable', 'channelId': 'UCKEWqxJOT002Ih1W-HTV1hw', 'id': '1VTEd4nXmR4', 'publishedAt': '2016-09-14T01:19:36.000Z', 'madeForKids': 'uknown'}]",,,"['Sport', 'Vehicle', 'Lifestyle_(sociology)', 'Racing_video_game', 'Motorsport']",
UCGQMeaTA8rTcTBcUm4rjeIA,suitable,1191,FALSE,7300,1006461,145,7,2,FALSE,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,981,3,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2009-11-30T01:19:58Z,"[{'classification_label': 'suitable', 'channelId': 'UCGQMeaTA8rTcTBcUm4rjeIA', 'id': 'IuP6F7fJ7aA', 'publishedAt': '2016-10-16T04:32:03.000Z', 'madeForKids': False}]","Things I like: scrapbooking, music, good movie, friends, good company. So, all of it you can find here!
Have a wonderful day and thank you for joining me!
lots of love, Natasha","['crafting', 'craft supplies', 'DIY', 'How to', 'scrapbooking', 'card making', 'gifts']","['Lifestyle_(sociology)', 'Hobby']",US
UCMjBlMeJDCqYQQ82BdZu4Ug,suitable,2,FALSE,24,98,1,,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-11-30T00:05:15Z,"[{'classification_label': 'suitable', 'channelId': 'UCMjBlMeJDCqYQQ82BdZu4Ug', 'id': 'RXUU_U0lCZ0', 'publishedAt': '2016-01-13T20:25:33.000Z', 'madeForKids': False}]",.,,"['Role-playing_video_game', 'Video_game_culture', 'Action_game']",BR
